pl_name,hostname,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,st_teff,st_rad,st_mass
TOI-2295 c,TOI-2295,Radial Velocity,966.5,2.018,12.8,234.9,5730,1.459,1.168
TOI-2322 b,TOI-2322,Transit,11.30717,0.0924,0.994,603.1,4664,0.662,0.703
TOI-2322 c,TOI-2322,Transit,20.225528,0.1362,1.874,496.8,4664,0.662,0.703
TOI-2328 b,TOI-2328,Transit,17.10197,0.127,9.97599282,842,5525,0.9,0.95
TOI-2337 b,TOI-2337,Transit,2.99432,,10.08808263,1272.46,4780,3.22,1.325
TOI-2338 b,TOI-2338,Transit,22.65398,0.158,11.2089807,799,5581,1.05,0.99
TOI-2345 b,TOI-2345,Transit,1.0528573,0.01705,1.504,1478,4687,0.729,0.727
TOI-2345 c,TOI-2345,Transit,21.064302,0.1257,2.451,544,4687,0.729,0.727
TOI-2346 b,TOI-2346,Transit,3.3312029,0.0473,16.11851425,1689,6480,1.38,1.271
TOI-2364 b,TOI-2364,Transit,4.0197517,0.04871,8.60849718,1091,5306,0.886,0.954
TOI-2368 b,TOI-2368,Transit,5.1750073,0.05649,10.83908434,1000,5360,0.846,0.897
TOI-237 b,TOI-237,Transit,5.436098,0.0341,1.44,388,3212,0.211,0.179
TOI-2373 b,TOI-2373,Transit,13.33668,0.112,10.42435205,860,5651,1.102,1.041
TOI-2374 b,TOI-2374,Transit,4.31361,0.0471,6.81,885,4802,0.69,0.75
TOI-2379 b,TOI-2379,Transit,5.4693827,0.05263,11.72459381,624,3707,0.622,0.645
TOI-238 b,TOI-238,Transit,1.273099,0.0212,1.559,1378,5059,0.756,0.781
TOI-238 c,TOI-238,Radial Velocity,8.465651,0.0749,2.18,696,5059,0.733,0.79
TOI-2382 b,TOI-2382,Transit,4.6612061,0.059,12.25141591,1426,6033,1.417,1.26
TOI-2384 b,TOI-2384,Transit,2.13570304,0.02793,11.48920522,889.7,3943,0.6113,0.635
TOI-2406 b,TOI-2406,Transit,3.0766891,0.02267,2.86,449,3100,0.204,0.166
TOI-2407 b,TOI-2407,Transit,2.702969,0.033,4.26,705,3530,0.567,0.548
TOI-2411 b,TOI-2411,Transit,0.7826942,0.0144,1.68,1355,4099,0.68,0.65
TOI-2416 b,TOI-2416,Transit,8.275479,0.0831,9.86390302,1080,5808,1.236,1.118
TOI-2420 b,TOI-2420,Transit,5.842641,0.0684,15.02003414,1571.6,5707,2.369,1.158
TOI-2421 b,TOI-2421,Transit,4.3474032,0.0543,10.36830715,1534,5607,1.75,1.131
TOI-2427 b,TOI-2427,Transit,1.3060011,0.0202,1.8,1117,4072,0.65,0.64
TOI-244 b,TOI-244,Transit,7.397225,0.0559,1.52,458,3433,0.426,0.428
TOI-2443 b,TOI-2443,Transit,15.66858,0.105,2.363,519,4375,0.631,0.642
TOI-2445 b,TOI-2445,Transit,0.3711281,0.0064,1.25,1060,3333,0.27,0.25
TOI-2447 b,TOI-2447,Transit,69.33684,0.347,9.60609646,414,5730,1.006,1.034
TOI-2449 b,TOI-2449,Transit,106.14468,0.45,11.24,400,6021,1.065,1.079
TOI-2458 b,TOI-2458,Transit,3.73659,0.0482,2.83,1509.4,6005,1.31,1.05
TOI-2458 c,TOI-2458,Radial Velocity,16.553,0.129,3.18,,6005,1.31,1.05
TOI-2459 b,TOI-2459,Transit,19.104718,,2.9531,445.01,4195,0.6751,0.66
TOI-2485 b,TOI-2485,Transit,11.23479,0.1093,12.1393261,1134,6016.4,1.72,1.163
TOI-2497 b,TOI-2497,Transit,10.655669,0.1166,11.14172682,1595,7360,2.36,1.859
TOI-2498 b,TOI-2498,Transit,3.738252,0.0491,6.06,1443,5905,1.26,1.12
TOI-251 b,TOI-251,Transit,4.93777,0.05741,2.74,1041.19,5875,0.881,1.036
TOI-2524 b,TOI-2524,Transit,7.18585,0.073,11.2089807,1100,5831,1.119,1.007
TOI-2525 b,TOI-2525,Transit,23.2856,0.1511,8.67575106,512.97,5096,0.785,0.849
TOI-2525 c,TOI-2525,Transit,49.2519,0.249,10.13291855,399.96,5096,0.785,0.849
TOI-2529 b,TOI-2529,Transit,64.5949,0.327,11.54525012,636,5802,1.7,1.11
TOI-2537 b,TOI-2537,Transit,94.1022,0.3715,11.25381662,338,4870,0.771,0.771
TOI-2537 c,TOI-2537,Radial Velocity,1920,2.78,12.7,123.1,4870,0.771,0.771
TOI-2545 b,TOI-2545,Transit,7.994037,,2.75,1022.99,5846.29,1.25324,1.055
TOI-2567 b,TOI-2567,Transit,5.983944,0.0672,10.92875618,1352,5611,1.686,1.13
TOI-257 b,TOI-257,Transit,18.38818,0.1528,7.16253867,1027,6095,1.867,1.407
TOI-2570 b,TOI-2570,Transit,2.9887615,0.04145,13.64132951,1431,5771,1.095,1.063
TOI-2580 b,TOI-2580,Transit,3.39775,0.048,17.37392009,2410,6120,1.81,1.33
TOI-2583 A b,TOI-2583 A,Transit,4.5207265,0.0571,14.4595851,1456,5936,1.477,1.215
TOI-2587 A b,TOI-2587 A,Transit,5.45664,0.0635,12.07207221,1445,5760,1.726,1.15
TOI-2589 b,TOI-2589,Transit,61.6277,0.3,12.10569916,592,5579,1.07,0.93
TOI-260 b,TOI-260,Transit,13.475853,0.0943,1.71,493,4026,0.607,0.616
TOI-261.01,TOI-261,Transit,3.3639254,0.034792189,3.0449863,1722.49,5890.3,1.28018,0.496728
TOI-262 b,TOI-262,Transit,11.14529,0.163,2.07,584,5310,0.853,0.913
TOI-2641 b,TOI-2641,Transit,4.880974,0.0607,18.10250383,1387,6100,1.336,1.16
TOI-2669 b,TOI-2669,Transit,6.2034,,19.72780603,1226,4800,4.1,1.19
TOI-269 b,TOI-269,Transit,3.6977104,0.0345,2.77,531,3514,0.398,0.3917
TOI-270 b,TOI-270,Transit,3.35992,0.03197,1.28,600,3506,0.38,0.386
TOI-270 c,TOI-270,Transit,5.66051,0.04526,2.33,489,3506,0.38,0.386
TOI-270 d,TOI-270,Transit,11.38194,0.0721,2,383,3506,0.38,0.386
TOI-2714 b,TOI-2714,Transit,2.499387,0.036,13.72,1603,5665,1.25,1.07
TOI-2719 b,TOI-2719,Transit,3.37594,,5.98,1710,5762,1.69,1.02
TOI-2768 b,TOI-2768,Transit,1.50801,0.027,2.63,855,4008,0.657,0.63
TOI-277 b,TOI-277,Transit,3.994,0.0269,2.65,587.92,4031,0.362,0.16
TOI-2796 b,TOI-2796,Transit,4.8084983,0.0569,17.26183028,1205,5764,1.069,1.063
TOI-2803 A b,TOI-2803 A,Transit,1.96229325,0.03185,18.11371281,1893,6280,1.245,1.118
TOI-2818 b,TOI-2818,Transit,4.039709,0.0493,15.27784069,1376,5721,1.229,0.977
TOI-283 b,TOI-283,Transit,17.61745,0.123,2.34,661,5213,0.85,0.8
TOI-2842 b,TOI-2842,Transit,3.5514058,0.0475,12.84549188,1471,5910,1.265,1.135
TOI-286 b,TOI-286,Transit,4.5117244,0.0503,1.42,979,5152,0.78,0.832
TOI-286 c,TOI-286,Transit,39.361826,0.213,1.88,475,5152,0.78,0.832
TOI-2876 b,TOI-2876,Transit,6.2996431,0.0654,9.6397234,929,5271,0.873,0.939
TOI-2886 b,TOI-2886,Transit,1.60200105,0.02871,18.6405349,1978,6240,1.241,1.229
TOI-2969 b,TOI-2969,Transit,1.8237146,0.0261,12.32987877,1186,4738,0.7,0.71
TOI-2977 b,TOI-2977,Transit,2.3505614,0.03386,13.15934334,1544,5691,1.073,0.936
TOI-2981 b,TOI-2981,Transit,3.601501,0.048,13.4,1358,5940,1.08,1.03
TOI-2986 b,TOI-2986,Transit,3.2783662,0.04489,9.292245,1622,5906,1.458,1.122
TOI-2989 b,TOI-2989,Transit,3.122832,0.0384,12.55405838,1001,4672,0.76,0.77
TOI-2992 b,TOI-2992,Transit,3.007812,0.0434,13.75341932,1726,6000,1.545,1.21
TOI-3023 b,TOI-3023,Transit,3.9014971,0.0505,16.43236571,1596,5760,1.668,1.12
TOI-3071 b,TOI-3071,Transit,1.266938,0.0249,7.16,2155,6177,1.31,1.29
TOI-3082 b,TOI-3082,Transit,1.926907,,3.6621,1032.78,4263,0.6847,0.664
TOI-3135 b,TOI-3135,Transit,3.7065585,0.04756,13.65253849,1292,5890,0.985,1.044
TOI-3160 A b,TOI-3160 A,Transit,3.971281,0.0505,13.7646283,1539,6190,1.346,1.088
TOI-3235 b,TOI-3235,Transit,2.59261842,0.02709,11.39953337,604,3388.8,0.3697,0.3939
TOI-3261 b,TOI-3261,Transit,0.8831331,0.01714,3.82,1722,5068,0.849,0.861
TOI-3288 b,TOI-3288,Transit,1.4338635,0.0215,11.2089807,1059,3933,0.67,0.64
TOI-329 b,TOI-329,Transit,5.70439,0.0638,4.94057819,1213.02,5614,1.5326,1.0678
TOI-332 b,TOI-332,Transit,0.777038,0.0159,3.2,1871,5251,0.87,0.88
TOI-3321 b,TOI-3321,Transit,3.6525145,0.047,15.55806521,1616,5850,1.549,1.041
TOI-333 b,TOI-333,Transit,3.7852503,0.049,4.26,1445,6241,1.1,1.2
TOI-3331 A b,TOI-3331 A,Transit,2.0180231,0.03144,12.97999965,1488,5609,0.952,1.016
TOI-3353.01,TOI-3353,Transit,4.6657965,0.060118218,2.6667555,1264.36,6365,1.0207,1.332089
TOI-3362 b,TOI-3362,Transit,18.09547,0.153,12.80065596,688,6532,1.83,1.445
TOI-3364 b,TOI-3364,Transit,5.8768918,0.0675,12.22899794,1264,5706,1.419,1.186
TOI-3464 b,TOI-3464,Transit,3.6515568,0.0515,13.7646283,1693,6370,1.56,1.363
TOI-3474 b,TOI-3474,Transit,3.8795105,0.0502,14.67255574,1451,6020,1.256,1.121
TOI-3486 b,TOI-3486,Transit,2.21778105,0.03138,10.5700688,1190,4930,0.788,0.837
TOI-3493 b,TOI-3493,Transit,8.1594667,,3.22,1102,5844,1.228,1.023
TOI-3523 A b,TOI-3523 A,Transit,2.30458952,0.03559,15.9727975,1984,6450,1.448,1.131
TOI-3540 A b,TOI-3540 A,Transit,3.119999,0.04289,23.53885947,1498,5810,1.228,1.081
TOI-3568 b,TOI-3568,Transit,4.417965,0.0485,5.3,899,4969,0.719,0.78
TOI-3593 b,TOI-3593,Transit,3.8212867,0.0481,11.02963701,1170,5550,0.918,1.015
TOI-3629 b,TOI-3629,Transit,3.936551,0.043,8.29464572,690,3870,0.6,0.63
TOI-3682 b,TOI-3682,Transit,3.3462406,0.048,12.80065596,1657,5703,1.735,1.32
TOI-3688 A b,TOI-3688 A,Transit,3.246075,0.0456,13.08088048,1534,5950,1.302,1.199
TOI-3693 b,TOI-3693,Transit,9.088516,0.0813,12.59889431,801,5321,0.791,0.867
TOI-3714 b,TOI-3714,Transit,2.154849,0.027,11.32107051,750,3660,0.51,0.53
TOI-3757 b,TOI-3757,Transit,3.438753,0.03845,12,759,3913,0.62,0.64
TOI-3785 b,TOI-3785,Transit,4.6747373,0.043,5.14,582,3576,0.5,0.52
TOI-3807 b,TOI-3807,Transit,2.8989727,0.0421,18.49481816,1646,5772,1.468,1.181
TOI-3819 b,TOI-3819,Transit,3.2443141,0.04611,13.13692538,1633,5859,1.538,1.242
TOI-3837 b,TOI-3837,Transit,11.88865,0.099,10.87271128,1178,5905,1.2,0.89
TOI-3856 b,TOI-3856,Transit,2.04360352,0.0325,13.59649359,1544,5622,1.055,1.096
TOI-3877 b,TOI-3877,Transit,4.123596,0.0529,11.67975789,1445,5731,1.445,1.16
TOI-3884 b,TOI-3884,Transit,4.5445828,0.0361,6.43,441,3180,0.302,0.298
TOI-3894 b,TOI-3894,Transit,4.33454,0.05354,15.27784069,1531,6000,1.502,1.138
TOI-3912 b,TOI-3912,Transit,3.4936264,0.0463,14.28024141,1512,5725,1.392,1.088
TOI-3919 b,TOI-3919,Transit,7.433234,0.0795,12.31866979,1198,6100,1.319,1.208
TOI-3976 A b,TOI-3976 A,Transit,6.607662,0.0743,12.27383387,1295,5975,1.501,1.254
TOI-3980 b,TOI-3980,Transit,3.6089254,0.0494,14.4595851,1621,5840,1.626,1.24
TOI-3984 A b,TOI-3984 A,Transit,4.353326,0.041,7.9,563,3476,0.47,0.49
TOI-4010 b,TOI-4010,Transit,1.348335,0.0229,3.02,1441,4960,0.83,0.88
TOI-4010 c,TOI-4010,Transit,5.414654,0.058,5.93,907,4960,0.83,0.88
TOI-4010 d,TOI-4010,Transit,14.70886,0.113,6.18,650,4960,0.83,0.88
TOI-4010 e,TOI-4010,Radial Velocity,762,1.57,13.3,174,4960,0.83,0.88
TOI-406 c,TOI-406,Transit,3.307441,0.0322,1.32,584,3392,0.41,0.408
TOI-406.01,TOI-406,Transit,13.175682,0.0809,2.08,368,3392,0.41,0.408
TOI-4087 b,TOI-4087,Transit,3.1774835,0.04469,13.04725353,1458,6060,1.112,1.178
TOI-411 b,HD 22946,Transit,4.040295,0.05727,1.362,1241,6169,1.117,1.098
TOI-411 c,HD 22946,Transit,9.573083,0.1017,2.328,931,6169,1.117,1.098
TOI-4127 b,TOI-4127,Transit,56.39879,0.3081,12.28504285,605.1,6096,1.293,1.23
TOI-4137 b,TOI-4137,Transit,3.8016122,0.05222,13.57407563,1570,6202,1.438,1.313
TOI-4145 A b,TOI-4145 A,Transit,4.0664428,0.04823,13.30506009,1074,5281,0.859,0.905
TOI-4153 b,TOI-4153,Transit,4.6174141,0.06311,16.11851425,1669,6860,1.605,1.572
TOI-4155 b,TOI-4155,Transit,3.320729,,3.21,1255,5724,0.95,1.16
TOI-4184 b,TOI-4184,Transit,4.9019804,0.0336,2.43,412,3238,0.2347,0.2109
TOI-4201 b,TOI-4201,Transit,3.5819194,0.04,13.67495645,725,3794,0.63,0.61
TOI-421 b,TOI-421,Transit,5.197576,0.0554,2.64,922,5291,0.866,0.833
TOI-421 c,TOI-421,Transit,16.067541,0.117,5.09,635,5291,0.866,0.833
TOI-4214 b,TOI-4214,Transit,3.4913885,0.05018,10.68215861,1642,6370,1.434,1.382
TOI-4308 b,TOI-4308,Transit,9.151201,,2.4189,763.05,5243,0.7934,0.9
TOI-431 b,TOI-431,Transit,0.490047,0.0113,1.28,1862,4850,0.731,0.78
TOI-431 c,TOI-431,Radial Velocity,4.8494,0.052,1.49,867,4850,0.731,0.78
TOI-431 d,TOI-431,Transit,12.46103,0.098,3.29,633,4850,0.731,0.78
TOI-4329 b,TOI-4329,Transit,2.9223,,16.81347105,2027.12,6000,2.31,1.538
TOI-4336 A b,TOI-4336 A,Transit,16.336334,0.0872,2.12,308,3298,0.328,0.331
TOI-4342 b,TOI-4342,Transit,5.5382498,0.05251,2.266,633.6,3901,0.599,0.6296
TOI-4342 c,TOI-4342,Transit,10.688716,0.0814,2.415,508.9,3901,0.599,0.6296
TOI-4364 b,TOI-4364,Transit,5.424019,0.04753,2.01,488,3528,0.4684,0.487
TOI-4377 b,TOI-4377,Transit,4.378081,0.0579,15.10970598,1162.08,4974,3.52,1.36
TOI-4379 b,TOI-4379,Transit,3.25352,,16.69017226,1869.38,6020,1.976,1.372
TOI-4406 b,TOI-4406,Transit,30.08364,0.201,11.2089807,904,6219,1.29,1.19
TOI-4438 b,TOI-4438,Transit,7.44628,0.0534,2.52,435,3422,0.372,0.368
TOI-444 b,TOI-444,Transit,17.9636,0.133,2.77,609,5225,0.779,0.96
TOI-4443.01,TOI-4443,Transit,1.8498567,0.029962645,1.7193265,1638.82,5834,1.01733,1.049133
TOI-4463 A b,TOI-4463 A,Transit,2.8807198,0.04036,13.26022417,1395,5640,1.062,1.056
TOI-4465 b,TOI-4465,Transit,101.94054,0.416,14.01122587,427,5545,1.014,0.93
TOI-4479 b,TOI-4479,Transit,1.1589,0.0164,2.82,861,3400,0.451,0.452
TOI-4487 A b,TOI-4487 A,Transit,3.9540709,0.05448,14.60530185,1639,6206,1.634,1.378
TOI-4495.01,TOI-4495,Transit,5.1830043,0.061732577,3.63045,1382.67,6156,1.34,1.168817
TOI-4504 b,TOI-4504,Transit,2.42614,0.03392,2.691,1234.03,5315,0.92,0.89
TOI-4504 c,TOI-4504,Transit,82.97213,0.3569,11.09689089,182.8,5315,0.92,0.89
TOI-4504 d,TOI-4504,Transit Timing Variations,40.5634,0.2219,13.6,,5315,0.92,0.89
TOI-4507 b,TOI-4507,Transit,104.61611,0.456,8.2,562.01,6260,1.04,1.11
TOI-451 b,TOI-451,Transit,1.858703,0.0283,1.91,1491,5550,0.879,0.95
TOI-451 c,TOI-451,Transit,9.192522,0.0823,3.1,875,5550,0.879,0.95
TOI-451 d,TOI-451,Transit,16.364988,0.1208,4.07,722,5550,0.879,0.95
TOI-4515 b,TOI-4515,Transit,15.266446,0.118,12.17,705,5433,0.86,0.949
TOI-4527.01,TOI-4527,Transit,0.3994445,0.008332353,0.9086617,1362.93,3702,0.485948,0.483901
TOI-4551 b,TOI-4551,Transit,9.95581,0.0994,11.85910158,1655,4896,3.55,1.31
TOI-4559 b,TOI-4559,Transit,3.965991,0.0359,1.415,554.16,3558,0.374,0.392
TOI-4562 b,TOI-4562,Transit,225.1064,0.768,12.53,318,6096,1.152,1.192
TOI-4562 c,TOI-4562,Transit Timing Variations,3990,5.219,12.8,,6096,1.152,1.192
TOI-4582 b,TOI-4582,Transit,31.034,,10.53644186,614.66,5190,2.5,1.34
TOI-4600 b,TOI-4600,Transit,82.6869,0.349,6.8,347,5170,0.81,0.89
TOI-4600 c,TOI-4600,Transit,482.8191,1.152,9.42,191,5170,0.81,0.89
TOI-4602.01,TOI-4602,Transit,3.9812091,0.05099712,2.550449,1380.27,6011.9,1.15664,1.116795
TOI-4603 b,TOI-4603,Transit,7.24599,0.0888,11.67975789,1677,6264,2.738,1.765
TOI-4633 c,TOI-4633,Transit,271.9445,0.847,3.2,268.57,5800,1.05,1.1
TOI-4638.01,TOI-4638,Transit,10.28391879,0.093013,2.933,779.83,5700,0.895,1.02
TOI-4641 b,TOI-4641,Transit,22.09341,0.173,8.18255591,950.11,6560,1.72,1.41
TOI-4666 b,TOI-4666,Transit,2.9089168,0.0333,12.44196858,713,3512,0.59,0.58
TOI-470 b,TOI-470,Transit,12.19148,0.119,4.34,660,5190,0.831,0.87
TOI-4734 b,TOI-4734,Transit,6.235633,0.074,10.9175472,1468,6070,1.857,1.391
TOI-4773 b,TOI-4773,Transit,1.7452851,0.03216,15.22179579,2255,6740,1.55,1.452
TOI-4791 b,TOI-4791,Transit,4.28088,0.0555,12.44196858,1472,6058,1.409,1.242
TOI-4794 b,TOI-4794,Transit,3.5658116,0.0492,14.35870428,1673,6390,1.451,1.25
TOI-480 b,TOI-480,Transit,6.866196,0.077,2.85372018,1198.94,6174,1.4877,1.2793
TOI-481 b,TOI-481,Transit,10.33111,0.097,11.09691,1370,5735,1.66,1.14
TOI-4860 b,TOI-4860,Transit,1.5227591,0.01808,8.7,694,3260,0.358,0.34
TOI-4914 b,TOI-4914,Transit,10.60057,0.098,12.87,894,5805,1,1.03
TOI-4940 b,TOI-4940,Transit,25.867811,0.165,6.61,643,5504,1.163,1.012
TOI-4961 b,TOI-4961,Transit,7.479182,0.0726,12.34108775,919,5380,0.912,0.912
TOI-4994 b,TOI-4994,Transit,21.491984,0.1515,8.54124329,717.6,5640,1.055,1.005
TOI-500 b,TOI-500,Transit,0.548177,0.01189,1.166,1617,4440,0.678,0.74
TOI-500 c,TOI-500,Radial Velocity,6.6356,,2.09,,4440,0.678,0.74
TOI-500 d,TOI-500,Radial Velocity,26.233,,6.35,,4440,0.678,0.74
TOI-500 e,TOI-500,Radial Velocity,61.3,,3.99,,4440,0.678,0.74
TOI-5005 b,TOI-5005,Transit,6.3085044,0.06614,6.25,1040,5749,0.93,0.97
TOI-5027 b,TOI-5027,Transit,10.24368,0.093,10.76062147,1056,5909,0.92,1.02
TOI-5076 b,TOI-5076,Transit,23.443162,0.1481,3.48935569,550,4780,0.844,0.789
TOI-5082.01,TOI-5082,Transit,4.240122,0.051204842,2.54811,1164.91,5670,0.93,0.99665
TOI-5108 b,TOI-5108,Transit,6.753581,0.073,6.6,1180,5808,1.29,1.1
TOI-5110 b,TOI-5110,Transit,30.158577,0.2157,11.98240037,976,6160,2.333,1.469
TOI-512 b,TOI-512,Transit,7.18886,,1.54,1009,5277,0.89,0.74
TOI-5126 b,TOI-5126,Transit,5.4588385,0.06519,4.74,1442,6150,1.241,1.24
TOI-5126 c,TOI-5126,Transit,17.8999,0.1439,3.86,971,6150,1.241,1.24
TOI-5143 c,TOI-5143,Transit,5.2097118,0.05602,16.25302201,904.48,5183,0.852,0.864
TOI-5153 b,TOI-5153,Transit,20.33003,0.158,11.88151954,906,6300,1.4,1.24
TOI-5174 b,TOI-5174,Transit,12.214286,,5.351,808.37,5643.77,1.09457,1
TOI-5181 A b,TOI-5181 A,Transit,3.8922295,0.0522,13.34989601,1585,6060,1.53,1.25
TOI-519 b,TOI-519,Transit,1.2652328,0.0159,11.54525012,687,3322,0.35,0.335
TOI-5205 b,TOI-5205,Transit,1.630757,0.0199,11.6,737,3430,0.394,0.392
TOI-521 b,TOI-521,Transit,1.54285047,0.0195,1.98,794,3544,0.421,0.42
TOI-5210 b,TOI-5210,Transit,4.5661061,0.0557,10.72699453,1286,5723,1.209,1.105
TOI-5218 b,TOI-5218,Transit,4.291452,0.0469,9.86,783,4230,0.708,0.739
TOI-5232 b,TOI-5232,Transit,4.0966692,0.05593,12.778238,1772,6500,1.785,1.389
TOI-5238 b,TOI-5238,Transit,4.872171,,5.22,1042,5631,1.02283,1
TOI-5261 b,TOI-5261,Transit,4.1509768,0.05134,11.60129502,1244,5790,1.021,1.037
TOI-5293 A b,TOI-5293 A,Transit,2.930289,0.034,11.9,675,3586,0.52,0.54
TOI-530 b,TOI-530,Transit,6.387597,0.052,9.30345398,565,3659,0.54,0.53
TOI-5300 b,TOI-5300,Transit,2.262196,0.0295,9.86390302,1043,4610,0.65,0.67
TOI-5301 b,TOI-5301,Transit,5.858858,0.073,13.09208946,1648,6240,2.19,1.483
TOI-5319 b,TOI-5319,Transit,4.07853,0.0506,2.83,695,3580,0.485,0.5
TOI-532 b,TOI-532,Transit,2.3266508,0.0296,5.82,867,3927,0.612,0.639
TOI-5322 b,TOI-5322,Transit,5.4233207,0.0604,16.6117094,1350,5692,1.462,0.998
TOI-5340 b,TOI-5340,Transit,4.9394392,0.0628,15.07607904,1566,5990,1.842,1.35
TOI-5344 b,TOI-5344,Transit,3.792622,0.04041,10.60369574,689,3747,0.588,0.612
TOI-5349 b,TOI-5349,Transit,3.317921,0.0369,10.2,719,3751,0.58,0.61
TOI-5350 b,TOI-5350,Transit,7.581367,0.0796,12.41955062,1195,6220,1.263,1.167
TOI-5386 A b,TOI-5386 A,Transit,3.62156552,0.04856,14.70618268,1488,6094,1.245,1.165
TOI-5388.01,TOI-5388,Transit,2.594675,0.024335855,1.89426,601.35,3495,0.31,0.28572
TOI-5398 b,TOI-5398,Transit,10.590547,0.098,10.3,947,6000,1.051,1.146
TOI-5398 c,TOI-5398,Transit,4.77271,0.057,3.52,1242,6000,1.051,1.146
TOI-540 b,TOI-540,Transit,1.2391491,0.01223,0.903,611,3216,0.1895,0.159
TOI-5422 b,TOI-5422,Transit,5.377219,0.0619,9.10169233,1369,5820,1.474,1.066
TOI-544 b,TOI-544,Transit,1.548352,0.0225,2.018,999,4169,0.623,0.631
TOI-544 c,TOI-544,Radial Velocity,50.089,,4.92,,4169,0.623,0.631
TOI-5489 b,TOI-5489,Transit,3.15222,,1.4,624,3547,0.42,0.41
TOI-5489 c,TOI-5489,Transit,4.92126,,1.28,536,3547,0.42,0.41
TOI-5542 b,TOI-5542,Transit,75.12375,0.332,11.30986153,441,5700,1.058,0.89
TOI-5573 b,TOI-5573,Transit,8.79758977,0.0712,9.75,528,3790,0.594,0.619
TOI-558 b,TOI-558,Transit,14.574071,0.1291,12.17295304,1061,6466,1.496,1.349
TOI-559 b,TOI-559,Transit,6.9839095,0.0723,12.22899794,1180,5925,1.233,1.026
TOI-5592 b,TOI-5592,Transit,2.6085846,0.03935,17.14974047,1789,6237,1.393,1.194
TOI-561 b,TOI-561,Transit,0.4465697,0.01064,1.397,2319,5342,0.843,0.806
TOI-561 c,TOI-561,Transit,10.778838,0.0889,2.865,802,5342,0.843,0.806
TOI-561 d,TOI-561,Transit,25.71268,0.1587,2.615,600,5342,0.843,0.806
TOI-561 e,TOI-561,Transit,77.144,0.33,2.517,416,5342,0.843,0.806
TOI-5616 b,TOI-5616,Transit,2.002849,0.0272,10.78,939,3996,0.646,0.666
TOI-5634 A b,TOI-5634 A,Transit,2.2035373,0.0272,10.42,837,3896,0.54,0.556
TOI-564 b,TOI-564,Transit,1.651144,0.02734,11.43318,1714,5640,1.088,0.998
TOI-5678 b,TOI-5678,Transit,47.73022,0.249,4.91,513,5485,0.938,0.905
TOI-5688 A b,TOI-5688 A,Transit,2.94815527,0.03379,10.3,742,3713,0.57,0.6
TOI-5704 b,TOI-5704,Transit,3.771116,,3.2274,949.07,4590,0.7575,0.73
TOI-5713 b,TOI-5713,Transit,10.441989,0.06008,1.77,347.2,3225,0.2992,0.2653
TOI-5716 b,TOI-5716,Transit,6.7663,,0.96,400,3436,0.22,0.19
TOI-5720 b,TOI-5720,Transit,1.4344555,0.018288,1.09,708,3325,0.383,0.383
TOI-5726.01,TOI-5726,Transit,5.491125215,0.062186,2.554,1093.03,5874,1.106,1.06
TOI-5728 b,TOI-5728,Transit,11.49761,,1.31,382,3419,0.37,0.36
TOI-5736 b,TOI-5736,Transit,0.64899,,1.56,1311,3949,0.58,0.57
TOI-5786 b,TOI-5786,Transit,12.779107,0.114,8.54,1040,6235,1.36,1.23
TOI-5789 b,TOI-5789,Radial Velocity,2.76369,0.03608,1.26,1201,5185,0.833,0.821
TOI-5789 c,TOI-5789,Transit,12.927748,0.1009,2.86,718,5185,0.833,0.821
TOI-5789 d,TOI-5789,Radial Velocity,29.65,0.1756,1.91,545,5185,0.833,0.821
TOI-5789 e,TOI-5789,Radial Velocity,62.98,0.2901,3.43,424,5185,0.833,0.821
TOI-5795 b,TOI-5795,Transit,6.1406325,0.064,5.62,1136.78,5715,1.082,0.901
TOI-5799 b,TOI-5799,Transit,4.164507,0.0348,1.733,505,3452,0.321,0.325
TOI-5799 c,TOI-5799,Transit,14.010449,0.0782,1.76,337,3452,0.321,0.325
TOI-5800 b,TOI-5800,Transit,2.6278838,0.0344,2.46,1108,4850,0.773,0.778
TOI-5803 b,TOI-5803,Transit,5.38305,,3.2732,678.87,5134,0.7625,0.87
TOI-5817 b,TOI-5817,Transit,15.61031,0.1223,3.08,950,5770,1.427,0.97
TOI-5882 b,TOI-5882,Transit,7.148972,0.0804,11.46678726,1515,5920,2.26,1.334
TOI-6000 b,TOI-6000,Transit,0.448959,,0.94,1120,3419,0.38,0.37
TOI-6002 b,TOI-6002,Transit,10.904821,0.05722,1.65,321.4,3229,0.2432,0.2101
TOI-6008 b,TOI-6008,Transit,0.8574347,0.010777,1.03,707,3075,0.242,0.23
TOI-6016 b,TOI-6016,Transit,4.023687,0.055,13.67495645,1890,6110,1.51,1.31
TOI-6029 b,TOI-6029,Transit,5.7987,,14.39233122,1484,6223,2.338,1.548
TOI-6034 b,TOI-6034,Transit,2.576184,0.02949,11.92,714,3635,0.489,0.514
TOI-6038 A b,TOI-6038 A,Transit,5.8267311,0.069,6.41,1439,6110,1.648,1.291
TOI-6041 b,TOI-6041,Transit,26.04945,0.1651,4.55,605.6,5445,0.879,0.885
TOI-6041 c,TOI-6041,Radial Velocity,88,0.3721,10.5,403.5,5445,0.879,0.885
TOI-6054.01,TOI-6054,Transit,7.501428,0.0763,2.64,1360,6047,1.662,1.107
TOI-6054.02,TOI-6054,Transit,12.563636,0.1079,2.82,1143,6047,1.662,1.107
