pl_name,hostname,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,st_teff,st_rad,st_mass
TIC 139270665 b,TIC 139270665,Transit,23.624,0.163,7.22979255,703,5844,1.016,1.035
TIC 139270665 c,TIC 139270665,Radial Velocity,1010,2,12.9,200,5844,1.016,1.035
TIC 172900988 b,TIC 172900988 Aa,Transit,200.452,0.90281,11.25,,6050,1.3842,1.2384
TIC 237913194 b,TIC 237913194,Transit,15.168865,0.1207,12.520453,974,5788,1.088,1.026
TIC 241249530 b,TIC 241249530,Transit,165.7719,0.641,13.29385111,,6166,1.397,1.271
TIC 257060897 b,TIC 257060897,Transit,3.66003639,0.04922,17.26183028,1775,5993,1.863,1.187
TIC 279401253 b,TIC 279401253,Transit,76.8,0.369,11.2089807,,5951,1.06,1.13
TIC 279401253 c,TIC 279401253,Transit,155.3,0.591,12.6,,5951,1.06,1.13
TIC 365102760 b,TIC 365102760,Transit,4.21285367,0.0622,6.21,,4900,3.13,1.17
TIC 393818343 b,TIC 393818343,Transit,16.24921,0.1291,12.18416202,805.5,5756,1.086,1.082
TIC 434398831 b,TIC 434398831,Transit,3.685504,0.04641,3.51,1250,5638,0.909,0.992
TIC 434398831 c,TIC 434398831,Transit,6.210291,0.06572,5.63,1050,5638,0.909,0.992
TIC 46432937 b,TIC 46432937,Transit,1.44044527,0.02065,13.31626907,872,3572,0.5299,0.563
TIC 4672985 b,TIC 4672985,Transit,69.048,0.33,11.5004142,517.2,5757,1.15,1.01
TIC 88785435 b,TIC 88785435,Transit,10.508843,0.08432,5.03,635,3998,0.911,0.724
TOI-1011 b,TOI-1011,Transit,2.470498,,1.45,1364,5475,0.92,0.91
TOI-1052 b,TOI-1052,Transit,9.139703,0.09103,2.87,1135,6146,1.264,1.204
TOI-1052 c,TOI-1052,Radial Velocity,35.806,0.2263,6.48,719,6146,1.264,1.204
TOI-1062 b,TOI-1062,Transit,4.11296,0.052,2.265,1077,5328,0.84,0.94
TOI-1062 c,TOI-1062,Radial Velocity,7.972,0.08,3.1,859,5328,0.84,0.94
TOI-1064 b,TOI-1064,Transit,6.443868,0.06152,2.587,784,4734,0.726,0.748
TOI-1064 c,TOI-1064,Transit,12.226574,0.09429,2.651,634,4734,0.726,0.748
TOI-1075 b,TOI-1075,Transit,0.6047328,0.01159,1.791,1323,3875,0.581,0.604
TOI-1107 b,TOI-1107,Transit,4.0782387,0.0561,14.57167491,1728,6311,1.81,1.35
TOI-1117 b,TOI-1117,Transit,2.22816,0.033,2.46,1538,5635,1.05,0.97
TOI-1117 c,TOI-1117,Radial Velocity,4.579,0.0534,2.91,1210,5635,1.05,0.97
TOI-1117 d,TOI-1117,Radial Velocity,8.665,0.0817,3.27,978,5635,1.05,0.97
TOI-1130 b,TOI-1130,Transit,4.074554,0.0453,3.66,825,4360,0.697,0.745
TOI-1130 c,TOI-1130,Transit,8.3501898,0.0731,13,650,4360,0.697,0.745
TOI-1135 b,TOI-1135,Transit,8.0277283,0.082337403,9.34085,1074.28,5962.7,1.15,1.156039
TOI-1136 b,TOI-1136,Transit,4.1727,0.05106,1.9,1216,5770,0.968,1.022
TOI-1136 c,TOI-1136,Transit,6.2574,0.0669,2.879,1062,5770,0.968,1.022
TOI-1136 d,TOI-1136,Transit,12.5199,0.1062,4.627,843,5770,0.968,1.022
TOI-1136 e,TOI-1136,Transit,18.801,0.14,2.639,737,5770,0.968,1.022
TOI-1136 f,TOI-1136,Transit,26.321,0.174,3.73591482,658,5770,0.968,1.022
TOI-1136 g,TOI-1136,Transit,39.545,0.229,2.53,574,5770,0.968,1.022
TOI-1173 b,TOI-1173,Transit,7.06466,0.0696,9.19,868,5350,0.934,0.911
TOI-1174 b,TOI-1174,Transit,8.953487683,0.07994,2.562,713.83,5030,0.76,0.85
TOI-1180 b,TOI-1180,Transit,9.686760378,0.080799,3.072,638.18,4738,0.73,0.75
TOI-1181 b,TOI-1181,Transit,2.103189,0.0364,17.02644168,1942.12,6054,1.961,1.467
TOI-1184 b,TOI-1184,Transit,5.748433803,0.056027,2.39,715.47,4534,0.69,0.71
TOI-1194 b,TOI-1194,Transit,2.3106446,0.034,8.71664516,1264.29,5394,0.9608,0.9835
TOI-1199 b,TOI-1199,Transit,3.671463,0.04988,10.5140239,1486,5710,1.45,1.23
TOI-1201 b,TOI-1201,Transit,2.4919863,0.0287,2.415,703,3476,0.508,0.512
TOI-1203 b,TOI-1203,Radial Velocity,4.1572888,0.04869,1.52,1361.2,5737,1.179,0.886
TOI-1203 c,TOI-1203,Radial Velocity,13.0766,,2.2,,5737,1.179,0.886
TOI-1203 d,TOI-1203,Transit,25.502672,0.1632,2.918,743.6,5737,1.179,0.886
TOI-1203 e,TOI-1203,Radial Velocity,204.59,,7.31,,5737,1.179,0.886
TOI-122 b,TOI-122,Transit,5.07803,0.0392,2.72,471,3403,0.334,0.312
TOI-1221 b,TOI-1221,Transit,91.68278,0.387,2.91,440,5592,1.031,0.93
TOI-1224 b,TOI-1224,Transit,4.1782745,0.0355,2.104,541,3326,0.404,0.4
TOI-1224 c,TOI-1224,Transit,17.945466,,2.884,303.12,3326,0.404,0.4
TOI-1227 b,TOI-1227,Transit,27.36397,0.0886,9.57246952,243.77,3072,0.56,0.17
TOI-1231 b,TOI-1231,Transit,24.245586,0.1288,3.65,329.6,3553,0.476,0.485
TOI-1235 b,TOI-1235,Transit,3.444714,0.03845,1.69,775,3997,0.619,0.63
TOI-1238 b,TOI-1238,Transit,0.764597,0.0139,1.21,1133,4089,0.58,0.59
TOI-1238 c,TOI-1238,Transit,3.294736,0.037,2.11,695,4089,0.58,0.59
TOI-1244 b,TOI-1244,Transit,6.400316483,0.060694,2.467,714.86,4599,0.721,0.73
TOI-1246 b,TOI-1246,Transit,4.30744,0.049,3.01,955,5151,0.86,0.87
TOI-1246 c,TOI-1246,Transit,5.904137,0.061,2.45109846,862.49,5213,0.8649,0.8889
TOI-1246 d,TOI-1246,Transit,18.654874,0.132,3.43139739,587.77,5213,0.8649,0.8889
TOI-1246 e,TOI-1246,Transit,37.92548,0.212,3.5141875,463.98,5213,0.8649,0.8889
TOI-1248 b,TOI-1248,Transit,4.3601561,0.051,6.8084859,952.09,5205,0.8686,0.9042
TOI-1249 b,TOI-1249,Transit,13.079151,0.109,3.2710301,726.89,5497,0.9785,1.0062
TOI-125 b,TOI-125,Transit,4.65382,0.05186,2.726,1037,5320,0.848,0.859
TOI-125 c,TOI-125,Transit,9.15059,0.0814,2.759,827.8,5320,0.848,0.859
TOI-125 d,TOI-125,Transit,19.98,0.137,2.93,638.1,5320,0.848,0.859
TOI-1259 A b,TOI-1259 A,Transit,3.477978,0.0407,11.45557828,963,4775,0.711,0.744
TOI-1260 b,TOI-1260,Transit,3.127463,0.0367,2.41,871,4227,0.672,0.679
TOI-1260 c,TOI-1260,Transit,7.493134,0.0657,2.76,651,4227,0.672,0.679
TOI-1260 d,TOI-1260,Transit,16.608164,0.1116,3.12,499,4227,0.672,0.679
TOI-1266 b,TOI-1266,Transit,10.8945,0.073,2.52,415,3563,0.4232,0.437
TOI-1266 c,TOI-1266,Transit,18.8027,0.105,1.98,346,3563,0.4232,0.437
TOI-1266 d,TOI-1266,Transit Timing Variations,32.509,0.1513,1.74,288,3563,0.4232,0.437
TOI-1268 b,TOI-1268,Transit,8.1577094,0.0711,9.1,918.9,5300,0.92,0.96
TOI-1269 b,TOI-1269,Transit,4.2529913,0.0496,2.40144286,1004.9,5499,0.8521,0.9027
TOI-1272 b,TOI-1272,Transit,3.31599,0.0417,4.13204907,975,5065,0.7934,0.8772
TOI-1272 c,TOI-1272,Radial Velocity,8.6811,0.079,4.95,697,5065,0.7934,0.8772
TOI-1273 b,TOI-1273,Transit,4.631296,0.0549,11.09689089,1211,5690,1.06,1.06
TOI-1278 b,TOI-1278,Transit,14.47567,0.095,12.21778896,407.87,3799,0.573,0.54
TOI-1279 b,TOI-1279,Transit,9.61419,0.085,2.66146528,759,5457,0.8426,0.8784
TOI-128.01,TOI-128,Transit,4.9404681,0.05381019,2.21898,1344.51,6086,1.13,0.851969
TOI-1288 b,TOI-1288,Transit,2.6998279,0.0374,4.96846551,1203.44,5388,0.9583,0.9552
TOI-1288 c,TOI-1288,Radial Velocity,416,1.07,11.1,,5388,0.9583,0.9552
TOI-1294 b,TOI-1294,Transit,3.915292,0.051,10.12369881,1392.74,5718,1.5566,1.1578
TOI-1294 c,TOI-1294,Radial Velocity,159.9,0.61,14.3,,5718,1.5566,1.1578
TOI-1295 b,TOI-1295,Transit,3.1968838,0.047,15.69257298,2360,6280,1.7,1.38
TOI-1296 b,TOI-1296,Transit,3.9443736,0.051,14.11645916,1414.84,5567,1.7031,1.1576
TOI-1298 b,TOI-1298,Transit,4.537143,0.057,9.65807033,1278,5752,1.4536,1.2187
TOI-1301.01,TOI-1301,Transit,6.096407209,0.059866,2.477,737.36,4820,0.732,0.77
TOI-132 b,TOI-132,Transit,2.1097019,0.026,3.42,1395,5397,0.9,0.97
TOI-1333 b,TOI-1333,Transit,4.720219,0.0626,15.647764,1679,6274,1.925,1.464
TOI-1338 b,TOI-1338 A,Transit,95.4001,0.4607,7.661,254.65,5723.2,1.313,1.0936
TOI-1338 c,TOI-1338 A,Radial Velocity,215.79,0.794,10.3,,5723.2,1.313,1.0936
TOI-1346 b,TOI-1346,Transit,1.7622538,,2.39,1324,5099,0.78,0.82
TOI-1346 c,TOI-1346,Transit,5.502558,,2.23,928,5099,0.78,0.82
TOI-1347 b,TOI-1347,Transit,0.84742346,0.0171,1.8,1400,5464,0.83,0.913
TOI-1347 c,TOI-1347,Transit,4.841962,0.0546,1.6,1000,5464,0.83,0.913
TOI-1386 b,TOI-1386,Transit,25.8401,0.173,6.2163865,615.03,5735,1.0235,1.0363
TOI-1386 c,TOI-1386,Radial Velocity,232,0.75,10.3,327.4,5735,1.0235,1.0363
TOI-139 b,TOI-139,Transit,11.07085,,2.4566,561.17,4570,0.7007,0.69
TOI-1408 b,TOI-1408,Transit,4.42587,0.05778,25,1293,6117,1.53,1.312
TOI-1408 c,TOI-1408,Transit Timing Variations,2.1664,0.03587,2.22,1864,6117,1.53,1.312
TOI-1410 c,TOI-1410,Radial Velocity,47.56,0.239,5.63,,4635,0.7558,0.7941
TOI-1410.01,TOI-1410,Transit,1.21687,0.0207,3.10083009,1236.7,4635,0.7558,0.7941
TOI-1411 b,TOI-1411,Transit,1.4520527,0.02122,1.19880592,976.4,4115,0.614,0.6045
TOI-1416 b,TOI-1416,Transit,1.0697568,0.019,1.62,1517,4884,0.793,0.798
TOI-1420 b,TOI-1420,Transit,6.9561063,0.071,11.89,957,5510,0.923,0.987
TOI-1422 b,TOI-1422,Transit,12.99894,0.107,3.83,870,5840,1.019,0.9903
TOI-1422 c,TOI-1422,Radial Velocity,34.5633,0.205,2.61,628,5840,1.019,0.9903
TOI-1431 b,TOI-1431,Transit,2.650237,0.046,16.70138124,2370,7690,1.92,1.9
TOI-1437 b,TOI-1437,Transit,18.840942,0.14,2.24,794.23,6008,1.17,1.1
TOI-1438 b,TOI-1438,Transit,5.13967,0.0553,3.04,971,5230,0.82,0.876
TOI-1438 c,TOI-1438,Transit,9.428089,0.083,2.75,794,5230,0.82,0.876
TOI-1439 b,TOI-1439,Transit,27.644,0.192,4.2427861,748.4,5841,1.6184,1.2313
TOI-1442 b,TOI-1442,Transit,0.4090677,0.0071,1.17,1072,3330,0.31,0.29
TOI-1443 b,TOI-1443,Transit,23.540678,0.147,2.30381001,520.66,5224,0.7511,0.7663
TOI-1444 b,TOI-1444,Transit,0.4702743,0.0116,1.41792246,2130.02,5460,0.9105,0.9513
TOI-1448 b,TOI-1448,Transit,8.112245,0.0567,2.749,426,3412,0.38,0.372
TOI-1450 A b,TOI-1450 A,Transit,2.0439274,,1.13,722,3437,0.483,0.48
TOI-1450 A c,TOI-1450 A,Transit,5.0688,,1.13,533,3437,0.483,0.48
TOI-1451 b,TOI-1451,Transit,16.537944,0.127,2.61143902,723.33,5801,1.0162,1.0022
TOI-1452 b,TOI-1452,Transit,11.06201,0.061,1.672,326,3185,0.275,0.249
TOI-1453 b,TOI-1453,Transit,4.3135225,,1.173,944.2,4975,0.72,0.715
TOI-1453 c,TOI-1453,Transit,6.5886982,,2.224,819.8,4975,0.72,0.715
TOI-1467 b,TOI-1467,Transit,5.97114713,0.050748,1.92,506.07,3834,0.491,0.489
TOI-1468 b,TOI-1468,Transit,1.8805201,0.02107,1.401,683.5,3376,0.3714,0.3527
TOI-1468 c,TOI-1468,Transit,15.532477,0.08608,2.126,338.1,3376,0.3714,0.3527
TOI-1470 b,TOI-1470,Transit,2.527093,0.0285,2.18,734,3709,0.469,0.471
TOI-1470 c,TOI-1470,Transit,18.08816,0.106,2.47,373,3709,0.469,0.471
TOI-1472 b,TOI-1472,Transit,6.36338574,0.064,4.058,891,5100,0.84,0.87
TOI-1472 c,TOI-1472,Radial Velocity,15.5381747,0.116,3.334,662,5100,0.84,0.87
TOI-1478 b,TOI-1478,Transit,10.1802117,0.0818,11.99360935,918,5597,1.048,0.947
TOI-150.01,TOI-150,Transit,5.857487,0.07037,14.067295,1404.5,6255,1.526,1.351
TOI-1516 b,TOI-1516,Transit,2.056014,,15.24421375,1839,6520,1.14,1.14
TOI-1518 b,TOI-1518,Transit,1.902603,0.0389,21.01683881,2492,7300,1.95,1.79
TOI-157 b,TOI-157,Transit,2.0845435,0.03138,14.414774,1588,5404,1.167,0.948
TOI-1601 b,TOI-1601,Transit,5.33175,0.069,14.19902343,1493.97,5982,2.195,1.5055
TOI-163 b,TOI-163,Transit,4.231306,0.058,16.690201,1669,6495,1.648,1.4352
TOI-1630.01,TOI-1630,Transit,12.05573473,0.101151,2.417,584,5504,0.83,0.95
TOI-1634 b,TOI-1634,Transit,0.9893455,0.01545,1.773,924,3472,0.45,0.451
TOI-1634 c,TOI-1634,Radial Velocity,103,,,,3472,0.45,0.451
TOI-1648 b,TOI-1648,Transit,7.331602,0.0694,2.54,799,4850,0.81,0.83
TOI-1659.01,TOI-1659,Transit,5.877556328,0.065757,2.255,1031.14,5977,1.006,1.1
TOI-1669 b,TOI-1669,Radial Velocity,500,1.27,14.1,,5497,1.0561,0.9867
TOI-1669 c,TOI-1669,Transit,2.6800535,0.0376,2.2963977,1285.16,5497,1.0561,0.9867
TOI-1670 b,TOI-1670,Transit,10.98462,0.103,2.06,1062,6170,1.316,1.21
TOI-1670 c,TOI-1670,Transit,40.74976,0.249,11.06326395,684,6170,1.316,1.21
TOI-1680 b,TOI-1680,Transit,4.8026345,0.03144,1.466,404,3225,0.2106,0.1798
TOI-1683.01,TOI-1683,Transit,3.0575356,0.036507593,2.6382,929.25,4402,0.7,0.694661
TOI-1685 b,TOI-1685,Transit,0.66913923,0.01164,1.421,1000,3470,0.462,0.466
TOI-169 b,TOI-169,Transit,2.2554477,0.03524,12.172974,1715,5880,1.288,1.147
TOI-1691 b,TOI-1691,Transit,16.73688894,0.129365,3.66,703.49,5759,1,1.03
TOI-1693 b,TOI-1693,Transit,1.7666957,0.0226,1.41,764,3499,0.46,0.49
TOI-1694 b,TOI-1694,Transit,3.770107,0.045,5.3422266,943.19,5058,0.8036,0.853
TOI-1694 c,TOI-1694,Radial Velocity,393.1,0.1,13.8,,5058,0.8036,0.853
TOI-1695 b,TOI-1695,Transit,3.1342791,0.033548,1.9,698,3690,0.515,0.513
TOI-1696 b,TOI-1696,Transit,2.500311,0.0229,3.09,489,3185,0.2775,0.255
TOI-1710 b,TOI-1710,Transit,24.283377,0.166,5.20315158,602.99,5684,0.9574,1.0258
TOI-1716.01,TOI-1716,Transit,8.082376554,0.080496,3.143,959,5879,1.24,1.07
TOI-172 b,TOI-172,Transit,9.47725,0.0914,10.816685,1198,5645,1.777,1.128
TOI-1723 b,TOI-1723,Transit,13.72701264,0.113496,3.435,782.98,5777,1.09,1.04
TOI-1728 b,TOI-1728,Transit,3.49151,0.0391,5.05,767,3980,0.6243,0.646
TOI-1736 b,TOI-1736,Transit,7.073076,0.073,3.18175535,1099.79,5636,1.4286,1.0373
TOI-1736 c,TOI-1736,Radial Velocity,571.25,1.37,12.5,249,5636,1.4286,1.0373
TOI-1739 b,TOI-1739,Transit,8.303341406,0.073872,1.946,755.55,4814,0.781,0.78
TOI-1742 b,TOI-1742,Transit,21.269084,0.154,2.36507598,694.09,5815,1.131,1.0861
TOI-1743 b,TOI-1743,Transit,4.266046,0.03589,1.83,485,3277,0.338,0.339
TOI-1744.01,TOI-1744,Transit,22.34170293,0.164086,2.68,598,6179,1.14,1.18
TOI-1749 b,TOI-1749,Transit,2.38839,0.0291,1.39,831,3985,0.55,0.58
TOI-1749 c,TOI-1749,Transit,4.4929,0.0443,2.12,673,3985,0.55,0.58
TOI-1749 d,TOI-1749,Transit,9.0497,0.0707,2.52,533,3985,0.55,0.58
TOI-1751 b,TOI-1751,Transit,37.46852,0.215,2.9507845,651.64,5970,1.3137,0.9382
TOI-1753 b,TOI-1753,Transit,5.3846104,0.059,2.47852533,1005.43,5621,0.9715,0.9483
TOI-1758 b,TOI-1758,Transit,20.70507469,0.141409,3.62,551.44,5169,0.81,0.88
TOI-1759 b,TOI-1759,Transit,18.85019,0.1177,3.14,443,4065,0.597,0.606
TOI-1768.01,TOI-1768,Transit,7.337703649,0.076381,3.453,1566,5994,1.1,1.1
TOI-1772.01,TOI-1772,Transit,8.054246874,0.078375,2.905,877.67,5583,0.995,0.99
TOI-1775 b,TOI-1775,Transit,10.2405549,0.08,8.04728896,707.89,5284,0.8288,0.9218
TOI-1776 b,TOI-1776,Transit,2.799868,0.0378,1.21612741,1269.21,5785,0.9356,0.9196
TOI-1777.01,TOI-1777,Transit,14.65011197,0.119466,2.246,580,5859,0.98,1.06
TOI-178 b,TOI-178,Transit,1.9145601,0.02607,1.2,1040,4316,0.662,0.647
TOI-178 c,TOI-178,Transit,3.238486,0.037,1.754,873,4316,0.662,0.647
TOI-178 d,TOI-178,Transit,6.557569,0.0592,2.695,690,4316,0.662,0.647
TOI-178 e,TOI-178,Transit,9.96318,0.0783,2.301,600,4316,0.662,0.647
TOI-178 f,TOI-178,Transit,15.23335,0.1039,2.417,521,4316,0.662,0.647
TOI-178 g,TOI-178,Transit,20.71663,0.1275,2.939,470,4316,0.662,0.647
TOI-1782.01,TOI-1782,Transit,4.987641028,0.05024,2.368,697.84,4336,0.669,0.68
TOI-1782.02,TOI-1782,Transit,1.829024227,0.025739,1.839,974.95,4336,0.669,0.68
TOI-1789 b,TOI-1789,Transit,3.208664,0.04882,16.14093221,1927,5991,2.168,1.507
TOI-1794 b,TOI-1794,Transit,8.765528,0.082,3.29701268,992.91,5631,1.3162,0.9698
TOI-1798.01,TOI-1798,Transit,8.021522331,0.074984,2.448,734.31,5165,0.78,0.87
TOI-1798.02,TOI-1798,Transit,0.437811822,0.010789,1.464,1935.83,5165,0.78,0.87
TOI-1799 b,TOI-1799,Transit,7.094570865,0.072502,1.642,922.72,5690,0.957,1.01
TOI-1801 b,TOI-1801,Transit,10.64387,0.075,2.079,493.7,3863,0.547,0.556
TOI-1803 b,TOI-1803,Transit,6.293287,0.06,2.99,747,4687,0.715,0.756
TOI-1803 c,TOI-1803,Transit,12.885779,0.097,4.29,588,4687,0.715,0.756
TOI-1806.01,TOI-1806,Transit,15.1454693,0.087735044,3.4095367,337.47,3272,0.401575,0.392935
TOI-1807 b,TOI-1807,Transit,0.54937097,0.0122,1.49681583,1694.1,4914,0.746,0.8048
TOI-181 b,TOI-181,Transit,4.532,0.0539,6.9559,895.1,4994,0.745,0.822
TOI-1811 b,TOI-1811,Transit,3.7130765,0.04389,11.14172682,962.2,4766,0.769,0.817
TOI-1820 b,TOI-1820,Transit,4.860674,0.061,12.778238,1375,5734,1.51,1.04
TOI-1823 b,TOI-1823,Transit,38.8,0.212,7.5406241,423.63,4927,0.8049,0.8414
TOI-1824 b,TOI-1824,Transit,22.808533,0.151,2.7438269,528.67,5165,0.8123,0.8801
TOI-1836 b,TOI-1836,Transit,20.380799,0.1597,8.00321222,966,6380,1.577,1.307
TOI-1836 c,TOI-1836,Transit,1.7727471,0.03089,2.59987579,2007.6,6237,1.6454,1.2518
TOI-1842 b,TOI-1842,Transit,9.5739181,0.1,12.3485023,1199.55,6039,2.032,1.4643
TOI-1846 b,TOI-1846,Transit,3.9306737,0.03646,1.792,568.1,3568,0.397,0.418
TOI-1853 b,TOI-1853,Transit,1.2436258,0.0213,3.46,1479,4985,0.808,0.837
TOI-1855 b,TOI-1855,Transit,1.36414864,0.02398,18.49481816,1701,5359,1.041,0.987
TOI-1859 b,TOI-1859,Transit,63.48347,0.337,9.75181321,615,6341,1.36,1.287
TOI-1860 b,TOI-1860,Transit,1.0662107,0.0204,1.31,1885,5752,0.94,0.99
TOI-1883 b,TOI-1883,Transit,4.50638,0.0468,5.65,524.92,3477,0.494,0.492
TOI-1898 b,TOI-1898,Transit,45.52234,0.269,9.39553231,674.54,6241,1.6131,1.2484
TOI-1899 b,TOI-1899,Transit,29.090312,0.1525,11.09689089,378,3926,0.607,0.632
TOI-1937 A b,TOI-1937 A,Transit,0.94667944,0.01932,13.97759893,2097,5814,1.08,1.072
TOI-198 b,TOI-198,Transit,10.2152,0.1,1.44,368,3650,0.441,0.467
TOI-199 b,TOI-199,Transit,104.854,0.4254,9.07927437,358,5255,0.82,0.936
TOI-199 c,TOI-199,Transit Timing Variations,273.69,0.807,11.4,,5255,0.82,0.936
TOI-1994 b,TOI-1994,Transit,4.0337142,0.0613,13.67495645,2290,7700,2.3,1.86
TOI-2000 b,TOI-2000,Transit,3.09833,0.04271,2.7,1488,5611,1.134,1.082
TOI-2000 c,TOI-2000,Transit,9.127055,0.0878,8.14,1038,5611,1.134,1.082
TOI-2005 b,TOI-2005,Transit,17.305904,0.16,11.99360935,1221.39,7130,2.02,1.59
TOI-201 b,TOI-201,Transit,52.977946,0.3026,11.82547464,759,6394,1.339,1.316
TOI-201 c,TOI-201,Transit Timing Variations,2800,4.28,11.13051784,,6394,1.339,1.316
TOI-2010 b,TOI-2010,Transit,141.834025,0.5516,11.81426566,400.2,5929,1.079,1.112
TOI-2015 b,TOI-2015,Transit,3.348237,0.029322,3.309,530.9,3297,0.3273,0.3041
TOI-2015 c,TOI-2015,Transit Timing Variations,5.582796,0.041232,2.93,448,3297,0.3273,0.3041
TOI-2018 b,TOI-2018,Transit,7.435583,,2.268,576.34,4174,0.62,0.57
TOI-2019 b,TOI-2019,Transit,15.3444,0.128,5.33275337,917.46,5626,1.7457,1.1832
TOI-2025 b,TOI-2025,Transit,8.8720982,0.0892,11.89272852,1166,5977,1.459,1.199
TOI-2031 A b,TOI-2031 A,Transit,5.71548654,0.066,14.20177855,1358,6490,1.241,1.174
TOI-2046 b,TOI-2046,Transit,1.4971842,,16.14093221,1828.82,6250,1.21,1.13
TOI-2048 b,TOI-2048,Transit,13.79019,,2.61,646,5185,0.79,0.83
TOI-206 b,TOI-206,Transit,0.7363104,0.0112,1.3,910,3383,0.35,0.35
TOI-2068 b,TOI-2068,Transit,7.768915,0.0632,1.821,520.62,3710,0.535,0.559
TOI-2076 b,TOI-2076,Transit,10.355235,0.0682,2.39,738,5201,0.774,0.883
TOI-2076 c,TOI-2076,Transit,21.015327,0.142,3.69441587,543.16,5192,0.796,0.8557
TOI-2076 d,TOI-2076,Transit,35.125686,0.199,3.43087751,457.68,5192,0.796,0.8557
TOI-2076 e,TOI-2076,Transit,3.0223445,0.0385,1.355,1138,5192,0.796,0.8557
TOI-2081 b,TOI-2081,Transit,10.50534,0.0752,2.04,488,3800,0.534,0.54
TOI-2084 b,TOI-2084,Transit,6.0784247,0.05006,2.47,527,3551,0.475,0.453
TOI-2088 b,TOI-2088,Transit,124.72997,0.472,3.6831179,300.33,5081,0.8481,0.9027
TOI-2093 b,TOI-2093,Radial Velocity,12.836,0.097,3.25,535,4426,0.729,0.745
TOI-2093 c,TOI-2093,Transit,53.81149,0.257,2.3,329,4426,0.729,0.745
TOI-2095 b,TOI-2095,Transit,17.66484,0.101,1.25,347,3759,0.44,0.44
TOI-2095 c,TOI-2095,Transit,28.17232,0.137,1.33,297,3759,0.44,0.44
TOI-2096 b,TOI-2096,Transit,3.1190633,0.025,1.243,445,3300,0.235,0.231
TOI-2096 c,TOI-2096,Transit,6.38784,0.04,1.914,349,3300,0.235,0.231
TOI-2107 b,TOI-2107,Transit,2.4545467,0.03515,13.57407563,1397,5627,0.932,0.961
TOI-2109 b,TOI-2109,Transit,0.67247414,0.01791,15.098497,3646,6540,1.698,1.453
TOI-2120 b,TOI-2120,Transit,5.7998164,0.0377,2.122,384,3131,0.245,0.211
TOI-2128 b,TOI-2128,Transit,16.34136,0.127,2.08874836,780.53,5968,1.1174,1.0251
TOI-2134 b,TOI-2134,Transit,9.2292005,0.078,2.69,666,4580,0.709,0.744
TOI-2134 c,TOI-2134,Transit,95.5,0.371,7.27,306,4580,0.709,0.744
TOI-2136 b,TOI-2136,Transit,7.851928,0.057,2.19,395,3342,0.34,0.34
TOI-2141 b,TOI-2141,Transit,18.261608,0.1322,3.147,728,5635,0.95,0.896
TOI-2141 c,TOI-2141,Radial Velocity,5.4624,0.0585,2.35,1095,5635,0.95,0.896
TOI-2141 d,TOI-2141,Radial Velocity,60.45,0.2906,3.97,491.4,5635,0.95,0.896
TOI-2145 b,TOI-2145,Transit,10.261127,0.111,12.41899699,1363.43,6200,2.7505,1.7169
TOI-2152 A b,TOI-2152,Transit,3.3773512,0.05064,14.35870428,1802,6630,1.612,1.516
TOI-2154 b,TOI-2154,Transit,3.8240801,0.0513,16.28664896,1580,6280,1.396,1.233
TOI-2158 b,TOI-2158,Transit,8.60077,0.075,10.76062147,1188,5673,1.41,1.12
TOI-216.01,TOI-216,Transit,34.525528,0.2069,10.1,497,5026,0.748,0.77
TOI-216.02,TOI-216,Transit,17.16073,0.1293,8,628,5026,0.748,0.77
TOI-2169 A b,TOI-2169 A,Transit,8.2148282,0.0896,12.50922246,1364,6270,1.82,1.42
TOI-2180 b,TOI-2180,Transit,260.79,0.828,11.32107051,348,5695,1.636,1.111
TOI-2184 b,TOI-2184,Transit,6.90683,,11.39953337,1676.05,5966,2.9,1.53
TOI-2193 A b,TOI-2193 A,Transit,2.1225735,0.03319,19.83989584,1763,5966,1.248,1.082
TOI-2194 b,TOI-2194,Transit,15.337597,,1.9892,590.88,4756,0.6909,0.74
TOI-2196 b,TOI-2196,Transit,1.1947268,0.02234,3.51,1860,5634,1.043,1.032
TOI-220 b,TOI-220,Transit,10.695264,0.08911,3.03,805,5298,0.858,0.825
TOI-2202 b,TOI-2202,Transit,11.9126075,0.09564,10.95117414,652.07,5169,0.808,0.841
TOI-2202 c,TOI-2202,Transit Timing Variations,24.6744,0.15544,13.4,,5144,0.794,0.823
TOI-2207 b,TOI-2207,Transit,8.001968,0.0854,11.1529358,1259,6101,1.564,1.296
TOI-2211.01,TOI-2211,Transit,3.092686757,0.04011,1.561,1056.92,5253,0.834,0.9
TOI-2236 b,TOI-2236,Transit,3.5315902,0.05009,14.36991326,1688,6248,1.573,1.343
TOI-2257 b,TOI-2257,Transit,35.189346,0.145,2.194,256,3430,0.313,0.328
TOI-2260 b,TOI-2260,Transit,0.3524728,0.0097,1.62,2609,5534,0.94,0.99
TOI-2266 b,TOI-2266,Transit,2.326318,0.02,1.54,550,3200,0.24,0.23
TOI-2274 b,TOI-2274,Transit,2.67963,0.05,2.45,771.46,3943,0.631,0.612
TOI-2285 b,TOI-2285,Transit,13.635109,0.1363,1.77,358,3491,0.464,0.454
TOI-2295 b,TOI-2295,Transit,30.033302,0.1992,16.47720163,747,5730,1.459,1.168
